#,disciplina,sexo,barrio,estrato,discapacitado
957,ATLETISMO,FEMENINO,ANGELES,2,NO
958,ATLETISMO,FEMENINO,ANGELES,2,NO
959,ATLETISMO,FEMENINO,ANGELES,2,NO
960,ATLETISMO,FEMENINO,ANGELES,2,NO
961,ATLETISMO,FEMENINO,ANGELES,2,NO
962,ATLETISMO,MASCULINO,ANGELES,2,NO
963,ATLETISMO,MASCULINO,ANGELES,2,NO
964,ATLETISMO,MASCULINO,ANGELES,2,NO
965,ATLETISMO,FEMENINO,ANGELES,2,NO
966,ATLETISMO,MASCULINO,ANGELES,2,NO
967,ATLETISMO,FEMENINO,ANGELES,2,NO
968,ATLETISMO,MASCULINO,ANGELES,2,NO
969,ATLETISMO,FEMENINO,ANGELES,2,NO
970,ATLETISMO,FEMENINO,ANGELES,2,NO
971,NATACION,FEMENINO,PROVENZA,4,NO
972,NATACION,MASCULINO,VILLA REAL,1,NO
973,NATACION,MASCULINO,MANUELA BELTRAN,2,NO
974,NATACION,MASCULINO,GRANJAS DE PROVENZA,2,NO
975,NATACION,FEMENINO,GRANJAS DE PROVENZA,2,NO
976,NATACION,FEMENINO,CRISTAL BAJO,1,NO
977,NATACION,MASCULINO,CRISTAL BAJO,1,NO
978,NATACION,FEMENINO,CRISTAL BAJO,1,NO
979,NATACION,MASCULINO,CRISTAL BAJO,1,NO
980,NATACION,MASCULINO,CRISTAL BAJO,1,NO
981,NATACION,MASCULINO,ESPAÑA,2,NO
982,NATACION,FEMENINO,PROVENZA,4,NO
983,NATACION,FEMENINO,LOS CONQUISTADORES,2,NO
984,NATACION,MASCULINO,LOS CONQUISTADORES,2,NO
985,NATACION,MASCULINO,VIVEROS PROVENZA,2,NO
986,NATACION,MASCULINO,CRISTAL BAJO,1,NO
987,NATACION,FEMENINO,CRISTAL BAJO,1,NO
988,NATACION,MASCULINO,PORVENIR,2,NO
989,NATACION,FEMENINO,COAVICONSA,3,NO
990,NATACION,FEMENINO,CIUDAD METROPILITANA,2,NO
991,NATACION,MASCULINO,CIUDAD METROPILITANA,2,NO
992,NATACION,FEMENINO,LA LAMEDA,4,NO
993,NATACION,MASCULINO,CRISTAL BAJO,1,NO
994,NATACION,MASCULINO,PROVENZA,4,NO
995,NATACION,FEMENINO,PROVENZA,4,NO
996,NATACION,FEMENINO,BRISAS DEL PARAISO,1,NO
997,NATACION,FEMENINO,PORVENIR,3,NO
998,NATACION,FEMENINO,LUZ DE SALVACION 1,1,NO
999,NATACION,MASCULINO,VILLA ALICIA,2,NO
1000,NATACION,MASCULINO,PROVENZA,4,NO
